編號,"元神
編號",擁有,名稱（1024更新）,屬1,屬2,CP,HP,IV,升級星魄,升級元丹,Level,技1,技屬性1,Att1,"小招
集氣
次數",技2,技屬性2,Att2,STAB1,STAB2,CP1,同頂級CP,"HP/
SQRT(LV)",平均Att,45.5 ,,,,
2271,197,,太一,仙,甲,3436,171,95,5000,3,29,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.97699966,4454 ,31.75390283,25.83333333,,,,,
2270,197,,太一,仙,甲,3377,169,95,4500,3,28.5,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.97659797,4454 ,31.65660043,25.83333333,,,,,
2269,197,,太一,仙,甲,3317,168,95,4500,3,28,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.95840739,4452 ,31.74901573,25.83333333,,,,,
2268,197,,太一,仙,甲,3258,166,95,4500,3,27.5,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.95765472,4452 ,31.65495796,25.83333333,,,,,
2267,197,,太一,仙,甲,3199,165,95,4500,3,27,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.95687431,4452 ,31.75426481,25.83333333,,,,,
2266,197,,太一,仙,甲,3140,163,95,4000,3,26.5,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.95606459,4452 ,31.66391911,25.83333333,,,,,
2265,197,,太一,仙,甲,3080,162,95,4000,3,26,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.93608879,4451 ,31.77081389,25.83333333,,,,,
2264,197,,太一,仙,甲,3021,160,95,4000,3,25.5,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.93484198,4451 ,31.68472138,25.83333333,,,,,
2263,197,,太一,仙,甲,2962,158,95,4000,3,25,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.93354556,4450 ,31.6,25.83333333,,,,,
2262,197,,太一,仙,甲,2903,157,95,3500,3,24.5,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.93219651,4450 ,31.7187899,25.83333333,,,,,
2261,197,,太一,仙,甲,2843,155,95,3500,3,24,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.91007045,4449 ,31.63924251,25.83333333,,,,,
2260,197,,太一,仙,甲,2784,154,95,3500,3,23.5,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.90816758,4449 ,31.76777438,25.83333333,,,,,
1111,197,,太一,仙,甲,2725,152,95,3500,3,23,殺破狼,甲,13,5,億萬劫,仙,59,1.25,1.25,58.90618245,4448 ,31.69419094,25.83333333,,,,,
981,171,v,聖誕星兵樂,木,,227,45,88,600,1,6.5,敲打,木,12,,體術,無,13,1.25,1,17.98518401,1358 ,17.65045216,,,,,,
1112,197,,太一,仙,甲,2251,138,95,2500,2,19,流星追月,甲,8,17,陰陽合擊,仙,41,1.25,1.25,58.83429169,4443 ,31.65937127,12.29166667,,,,,
1113,197,,太一,仙,甲,2251,138,95,2500,2,19,捶打,無,13,3,仙風道骨,仙,33,1,1.25,58.83429169,4443 ,31.65937127,20.0625,,,,,
1114,197,,太一,仙,甲,2251,138,95,2500,2,19,流星追月,甲,8,6,仙風道骨,仙,33,1.25,1.25,58.83429169,4443 ,31.65937127,14.46428571,,,,,
1115,197,,太一,仙,甲,2251,138,95,2500,2,19,破甲擊,甲,11,17,億萬劫,仙,59,1.25,1.25,58.83429169,4443 ,31.65937127,17.08333333,,,,,
1116,197,,太一,仙,甲,2251,138,95,2500,2,19,衝擊,無,11,6,仙風道骨,仙,33,1,1.25,58.83429169,4443 ,31.65937127,15.32142857,,,,,
2731,197,,太一,仙,甲,4234,191,88,12000,5,42,天一劃,仙,17,8,陰陽合擊,仙,41,1.25,1.25,58.79167419,4440 ,29.47193984,24.58333333,,,,,
2590,197,,太一,仙,甲,4201,191,88,11000,5,41.5,天一劃,仙,17,8,陰陽合擊,仙,41,1.25,1.25,58.7412783,4436 ,29.64895008,24.58333333,,,,,
2259,197,,太一,仙,甲,4138,189,88,11000,5,40.5,天一劃,仙,17,8,陰陽合擊,仙,41,1.25,1.25,58.68088546,4431 ,29.69848481,24.58333333,,,,,
2254,197,,太一,仙,甲,4050,187,88,10000,4,39,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.47531042,4416 ,29.94396476,13.92857143,,,,,
2255,197,,太一,仙,甲,4079,188,88,10000,4,39.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.47190367,4416 ,29.91295389,13.92857143,,,,,
2251,197,,太一,仙,甲,3962,185,88,9000,4,37.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.47107438,4416 ,30.21037349,13.92857143,,,,,
2256,197,,太一,仙,甲,4108,188,88,10000,4,40,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.4685454,4415 ,29.72541001,13.92857143,,,,,
2252,197,,太一,仙,甲,3991,186,88,9000,4,38,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.46762379,4415 ,30.17318433,13.92857143,,,,,
1961,197,,太一,仙,甲,3874,183,88,8000,4,36,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.46664654,4415 ,30.5,13.92857143,,,,,
2253,197,,太一,仙,甲,4020,186,88,9000,4,38.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.46422339,4415 ,29.97661426,13.92857143,,,,,
2249,197,,太一,仙,甲,3903,184,88,8000,4,36.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.46315159,4415 ,30.4558967,13.92857143,,,,,
1958,197,,太一,仙,甲,3786,181,88,7000,4,34.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.46201359,4415 ,30.81548641,13.92857143,,,,,
2250,197,,太一,仙,甲,3932,184,88,9000,4,37,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.45970859,4415 ,30.24941366,13.92857143,,,,,
1959,197,,太一,仙,甲,3815,182,88,8000,4,35,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.4584738,4415 ,30.76361487,13.92857143,,,,,
1955,197,,太一,仙,甲,3698,179,88,7000,4,33,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.45716092,4415 ,31.15990042,13.92857143,,,,,
1960,197,,太一,仙,甲,3844,182,88,8000,4,35.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.45498783,4414 ,30.54620144,13.92857143,,,,,
1956,197,,太一,仙,甲,3727,179,88,7000,4,33.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.45357591,4414 ,30.92648964,13.92857143,,,,,
1952,197,,太一,仙,甲,3610,177,88,6000,4,31.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.45207254,4414 ,31.53682655,13.92857143,,,,,
1957,197,,太一,仙,甲,3756,180,88,7000,4,34,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.45004669,4414 ,30.86974533,13.92857143,,,,,
1953,197,,太一,仙,甲,3639,177,88,6000,4,32,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.44844202,4414 ,31.28947507,13.92857143,,,,,
1949,197,,太一,仙,甲,3522,174,88,5000,3,30,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.44673083,4414 ,31.76790834,13.92857143,,,,,
1954,197,,太一,仙,甲,3668,178,88,6000,4,32.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.44486934,4414 ,31.22326549,13.92857143,,,,,
1950,197,,太一,仙,甲,3551,175,88,5000,3,30.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.44305464,4413 ,31.68751111,13.92857143,,,,,
1951,197,,太一,仙,甲,3580,176,88,6000,4,31,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.43943846,4413 ,31.61053316,13.92857143,,,,,
1948,197,,太一,仙,甲,3463,173,88,5000,3,29.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.43739453,4413 ,31.85188178,13.92857143,,,,,
1947,197,,太一,仙,甲,3404,171,88,5000,3,29,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.42773773,4412 ,31.75390283,13.92857143,,,,,
1945,197,,太一,仙,甲,3287,168,88,4500,3,28,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.42516886,4412 ,31.74901573,13.92857143,,,,,
1946,197,,太一,仙,甲,3345,170,88,4500,3,28.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.41774363,4412 ,31.84391759,13.92857143,,,,,
1944,197,,太一,仙,甲,3228,167,88,4500,3,27.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.41476656,4411 ,31.84565048,13.92857143,,,,,
1942,197,,太一,仙,甲,3111,164,88,4000,3,26.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.4115659,4411 ,31.85817629,13.92857143,,,,,
1943,197,,太一,仙,甲,3169,165,88,4500,3,27,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.40398083,4410 ,31.75426481,13.92857143,,,,,
1941,197,,太一,仙,甲,3052,162,88,4000,3,26,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.40030616,4410 ,31.77081389,13.92857143,,,,,
1940,197,,太一,仙,甲,2993,161,88,4000,3,25.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.3886071,4409 ,31.88275088,13.92857143,,,,,
1938,197,,太一,仙,甲,2876,158,88,3500,3,24.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.38408445,4409 ,31.92082041,13.92857143,,,,,
1939,197,,太一,仙,甲,2934,159,88,4000,3,25,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.3764425,4408 ,31.8,13.92857143,,,,,
1937,197,,太一,仙,甲,2817,156,88,3500,3,24,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.37132201,4408 ,31.84336666,13.92857143,,,,,
1935,197,,太一,仙,甲,2700,153,88,3500,3,23,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.36575875,4408 ,31.90270535,13.92857143,,,,,
1936,197,,太一,仙,甲,2758,154,88,3500,3,23.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.35801947,4407 ,31.76777438,13.92857143,,,,,
1934,197,,太一,仙,甲,2641,151,88,3000,3,22.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.35174547,4407 ,31.83359511,13.92857143,,,,,
1933,197,,太一,仙,甲,2582,149,88,3000,3,22,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.33709896,4405 ,31.76690674,13.92857143,,,,,
1931,197,,太一,仙,甲,2465,146,88,3000,3,21,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.32938949,4405 ,31.85981197,13.92857143,,,,,
1932,197,,太一,仙,甲,2523,148,88,3000,3,21.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.32177531,4404 ,31.91850087,13.92857143,,,,,
1930,197,,太一,仙,甲,2406,144,88,2500,2,20.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.31313621,4404 ,31.80427951,13.92857143,,,,,
1928,197,,太一,仙,甲,2289,140,88,2500,2,19.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.30361691,4403 ,31.70375696,13.92857143,,,,,
1929,197,,太一,仙,甲,2347,142,88,2500,2,20,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.29607551,4402 ,31.75216528,13.92857143,,,,,
1927,197,,太一,仙,甲,2230,139,88,2500,2,19,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.28541558,4402 ,31.88878701,13.92857143,,,,,
1925,197,,太一,仙,甲,2113,135,88,2200,2,18,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.2735797,4401 ,31.81980515,13.92857143,,,,,
1926,197,,太一,仙,甲,2171,137,88,2200,2,18.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.26623725,4400 ,31.85185302,13.92857143,,,,,
1924,197,,太一,仙,甲,2054,133,88,2200,2,17.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.25297788,4399 ,31.79308101,13.92857143,,,,,
1922,197,,太一,仙,甲,1937,129,88,1900,2,16.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.23812387,4398 ,31.75760467,13.92857143,,,,,
1923,197,,太一,仙,甲,1995,131,88,2200,2,17,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.23117338,4397 ,31.77216688,13.92857143,,,,,
1921,197,,太一,仙,甲,1878,127,88,1900,2,16,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.21450713,4396 ,31.75,13.92857143,,,,,
1919,197,,太一,仙,甲,1761,123,88,1900,2,15,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.19563781,4395 ,31.75846344,13.92857143,,,,,
1920,197,,太一,仙,甲,1819,125,88,1900,2,15.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.1893794,4394 ,31.75003175,13.92857143,,,,,
1918,197,,太一,仙,甲,1702,121,88,1600,2,14.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.16814764,4393 ,31.77615675,13.92857143,,,,,
1916,197,,太一,仙,甲,1585,117,88,1600,2,13.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.14380044,4391 ,31.84336666,13.92857143,,,,,
1917,197,,太一,仙,甲,1643,119,88,1600,2,14,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.13871196,4390 ,31.80408779,13.92857143,,,,,
1910,197,,太一,仙,甲,1236,103,88,1000,1,10.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.13734713,4390 ,31.78649009,13.92857143,,,,,
1915,197,,太一,仙,甲,1526,115,88,1600,2,13,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.11119573,4388 ,31.89526128,13.92857143,,,,,
1914,197,,太一,仙,甲,1467,112,88,1300,2,12.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.0760095,4386 ,31.6783838,13.92857143,,,,,
1912,197,,太一,仙,甲,1350,108,88,1300,2,11.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.03955288,4383 ,31.84746253,13.92857143,,,,,
1913,197,,太一,仙,甲,1408,110,88,1300,2,12,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58.03792251,4383 ,31.75426481,13.92857143,,,,,
1117,197,,太一,仙,甲,58,22,88,200,1,1,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,58,4380 ,22,13.92857143,,,,,
1911,197,,太一,仙,甲,1291,105,88,1300,2,11,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.99640611,4380 ,31.65869118,13.92857143,,,,,
2257,197,,太一,仙,甲,4138,189,88,11000,5,40.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.98766816,4379 ,29.69848481,13.92857143,,,,,
2258,197,,太一,仙,甲,4138,189,88,11000,5,40.5,破甲擊,甲,11,7,仙人指路,仙,18,1.25,1.25,57.98766816,4379 ,29.69848481,14.84375,,,,,
1892,197,,太一,仙,甲,120,32,88,200,1,1.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.97101449,4378 ,26.12789059,13.92857143,,,,,
1893,197,,太一,仙,甲,182,39,88,200,1,2,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.96178344,4377 ,27.57716447,13.92857143,,,,,
1894,197,,太一,仙,甲,244,46,88,200,1,2.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.95724466,4377 ,29.09295447,13.92857143,,,,,
1895,197,,太一,仙,甲,306,51,88,400,1,3,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.95454545,4377 ,29.44486373,13.92857143,,,,,
1896,197,,太一,仙,甲,368,56,88,400,1,3.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.95275591,4376 ,29.93325909,13.92857143,,,,,
1897,197,,太一,仙,甲,430,61,88,400,1,4,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.95148248,4376 ,30.5,13.92857143,,,,,
1898,197,,太一,仙,甲,492,65,88,400,1,4.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.95053004,4376 ,30.64129385,13.92857143,,,,,
1899,197,,太一,仙,甲,554,69,88,600,1,5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94979079,4376 ,30.85773809,13.92857143,,,,,
1900,197,,太一,仙,甲,616,73,88,600,1,5.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94920038,4376 ,31.12730459,13.92857143,,,,,
1901,197,,太一,仙,甲,678,76,88,600,1,6,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94871795,4376 ,31.02687008,13.92857143,,,,,
1902,197,,太一,仙,甲,740,80,88,600,1,6.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94831637,4376 ,31.37858162,13.92857143,,,,,
1903,197,,太一,仙,甲,802,83,88,800,1,7,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94797688,4376 ,31.37105126,13.92857143,,,,,
1904,197,,太一,仙,甲,864,86,88,800,1,7.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94768612,4376 ,31.40275996,13.92857143,,,,,
1905,197,,太一,仙,甲,926,89,88,800,1,8,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94743429,4376 ,31.46625176,13.92857143,,,,,
1906,197,,太一,仙,甲,988,92,88,800,1,8.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94721408,4376 ,31.55573967,13.92857143,,,,,
1907,197,,太一,仙,甲,1050,95,88,1000,1,9,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94701987,4376 ,31.66666667,13.92857143,,,,,
1908,197,,太一,仙,甲,1112,98,88,1000,1,9.5,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94684732,4376 ,31.79539854,13.92857143,,,,,
1909,197,,太一,仙,甲,1174,100,88,1000,1,10,流星追月,甲,8,6,斬鐵,甲,30,1.25,1.25,57.94669299,4376 ,31.6227766,13.92857143,,,,,
987,172,v,聖誕拐拐,木,,1571,126,93,2500,2,19.5,敲打,木,12,3,移花接木,木,33,1.25,1.25,40.26450009,3041 ,28.53338126,21.5625,,,,,
988,172,v,聖誕拐拐,木,,1237,110,84,1900,2,15.5,疾風閃,木,11,5,奪命連環腳,木,40,1.25,1.25,39.88135539,3012 ,27.94002794,19.79166667,,,,,
992,173,v,茶之魔神,木,,83,26,77,200,1,2,疾風閃,木,11,,風捲雲殘,木,39,1.25,1.25,26.66238355,2013 ,18.38477631,,,,,,
989,173,v,茶之魔神,木,,1247,102,62,3500,3,24,地中乾坤,土,11,,移花接木,木,33,1,1.25,25.96996897,1961 ,20.82066281,,,,,,
2042,177,,猴溜肯,鬥,木,3475,174,82,10000,4,39.5,升猴拳,鬥,15,4,迎風拂柳,木,41,1.25,1.25,49.98777278,3775 ,27.68539349,25.25,,,,,
1124,198,,恭喜,木,,283,47,84,1000,1,9.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.7472642,1114 ,15.24881359,,,,,,
1988,198,,恭喜,木,,46,19,88,200,1,2,雷火擊,雷,8,,怒嚎狂風,木,49,1,1.25,14.64968153,1106 ,13.43502884,,,,,,
1125,198,,恭喜,木,,486,63,80,1900,2,16.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.61214672,1103 ,15.50952786,,,,,,
1121,198,,恭喜,木,,202,40,88,800,1,7,天降雷火,雷,10,,疾風快斬,木,50,1,1.25,14.59537572,1102 ,15.11857892,,,,,,
1120,198,,恭喜,木,,264,46,86,1000,1,9,飛天斬,木,10,,迎風拂柳,木,41,1.25,1.25,14.56953642,1100 ,15.33333333,,,,,,
1118,198,,恭喜,木,,512,65,84,2200,2,17.5,天降雷火,雷,10,,怒嚎狂風,木,49,1,1.25,14.52070335,1097 ,15.53797192,,,,,,
1126,198,,恭喜,木,,466,61,82,1900,2,16,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,14.44513329,1091 ,15.25,,,,,,
1122,198,,恭喜,木,,91,27,80,400,1,3.5,雷火擊,雷,8,,疾風快斬,木,50,1,1.25,14.33070866,1082 ,14.43210706,,,,,,
991,173,v,茶之魔神,木,,353,53,48,800,1,7,疾風閃,木,11,,移花接木,木,33,1.25,1.25,25.80786665,1949 ,20.03211707,,,,,,
990,173,v,茶之魔神,木,,626,72,42,1300,2,12.5,飛天斬,木,10,,風捲雲殘,木,39,1.25,1.25,25.02298437,1890 ,20.3646753,,,,,,
2116,174,v,小梅,無,,169,41,88,800,1,7,捶打,無,13,,風捲殘雲,#N/A,#N/A,1.25,#N/A,12.35560754,933 ,15.49654339,,,,,,
1132,200,,恭喜發財好運來,雷,木,367,61,44,400,1,4,雷火擊,雷,8,9,萬雷轟頂,雷,47,1.25,1.25,50.00681292,3776 ,30.5,14.875,,,,,
1976,174,v,小梅,無,,257,51,86,1000,1,10.5,疾風閃,木,11,,風捲殘雲,#N/A,#N/A,1,#N/A,12.22819622,923 ,15.7389417,,,,,,
1129,200,,恭喜發財好運來,雷,木,3171,177,42,7000,4,33.5,春風拂,木,14,4,萬劫天雷,雷,41,1.25,1.25,49.73337516,3756 ,30.58094227,24.25,,,,,
1128,200,,恭喜發財好運來,雷,木,3121,176,42,6000,4,32.5,春風拂,木,14,4,萬劫天雷,雷,41,1.25,1.25,49.72912683,3755 ,30.87244228,24.25,,,,,
996,175,v,梅花鹿,木,無,54,23,88,200,1,2,衝擊,無,11,,紫電一閃,無,20,1.25,1.25,17.34661099,1310 ,16.26345597,,,,,,
997,176,v,森林鹿后,木,無,1230,106,91,1600,2,14,捶打,無,13,,風捲雲殘,木,39,1.25,1.25,43.90191669,3315 ,28.32969164,,,,,,
2586,177,v,猴溜肯,鬥,木,3579,177,82,11000,5,41.5,升猴拳,鬥,15,4,迎風拂柳,木,41,1.25,1.25,50.04404547,3779 ,27.47572861,25.25,55%,中階魂擊,初階防護,,
2058,177,v,猴溜肯,鬥,木,422,60,80,400,1,4.5,疾風閃,木,11,,體術,無,13,1.25,1,50.26502293,3796 ,28.28427125,,,,,,
2823,177,v,猴溜肯,鬥,木,1391,108,71,1600,2,14,升猴拳,鬥,15,4,猴捲旋風腳,鬥,50,1.25,1.25,49.64842774,3749 ,28.86421413,27.5,,,,,
2822,177,v,猴溜肯,鬥,木,2637,148,68,4000,3,26.5,升猴拳,鬥,15,4,奪命連環腳,木,40,1.25,1.25,49.73876304,3756 ,28.75006153,25,,,,,
2824,178,v,台灣山雞,木,,166,43,97,800,1,7.5,火熱啄擊,火,11,,風捲雲殘,木,39,1,1.25,11.26607622,851 ,15.70137998,,,,,,
1008,178,進,台灣山雞,木,,215,50,86,1000,1,10,蜻蜓點水,空,7,,一閃而逝,空,21,1,1,10.74087026,811 ,15.8113883,,,,,,
1012,179,v,台灣藍鷳,木,,569,77,84,1900,2,15.5,蜻蜓點水,空,7,,一閃而逝,空,21,1,1,18.34477867,1385 ,19.55801956,,,,,,
1013,180,v,藍腹鷳,木,空,1435,121,91,2500,2,19,蜻蜓點水,空,7,8,突襲陣,空,38,1.25,1.25,37.7462714,2850 ,27.7593038,13.05555556,,,,,
1014,181,v,石虎家,土,無,1364,111,91,2200,2,17,野性揮擊,無,12,2,森羅萬象,無,29,1.25,1.25,40.09759826,3028 ,26.92145438,22.08333333,,,,,
1019,182,進,元始天尊,仙,,14,10,93,200,1,1,仙人秘法,仙,10,,靈光幻法,術,21,1.25,1,14,1057 ,10,,,,,,
1017,182,v,元始天尊,仙,,151,36,88,600,1,5.5,歸元闢地,術,11,,陰陽合擊,仙,41,1,1.25,14.36932007,1085 ,15.35045158,,,,,,
1016,182,v,元始天尊,仙,,195,41,88,800,1,7,歸元闢地,術,11,,幻術亂擊,術,29,1,1,14.25647024,1077 ,15.49654339,,,,,,
1144,208,,CoCo娃,無,,1157,106,53,3500,3,23.5,鬼影重重,魔,12,,天地歸一,無,51,1,1.25,24.4815912,1849 ,21.86613042,,,,,,
1153,208,,CoCo娃,無,,102,33,60,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,24.2280285,1830 ,20.87103256,,,,,,
1141,208,,CoCo娃,無,,827,94,57,2200,2,17,鬼影重重,魔,12,,仙風道骨,仙,33,1,1,24.13893754,1823 ,22.79834875,,,,,,
1023,183,v,天界之王,仙,,378,55,88,800,1,8.5,地中乾坤,土,11,,陰陽合擊,仙,41,1,1.25,22.43656329,1694 ,18.86484437,,,,,,
1142,208,,CoCo娃,無,,793,94,55,1900,2,16.5,捶打,無,13,,仙術,仙,13,1.25,1,23.8424534,1801 ,23.1412003,,,,,,
1145,208,,CoCo娃,無,,1027,107,53,3000,3,21.5,捶打,無,13,,天地歸一,無,51,1.25,1.25,23.74017568,1793 ,23.07621347,,,,,,
1143,208,,CoCo娃,無,,714,90,48,1900,2,15,鬼影重重,魔,12,,天地歸一,無,51,1,1.25,23.59550562,1782 ,23.23790008,,,,,,
1025,184,v,玉清之主,術,仙,1414,110,84,1900,2,16,無想控心,術,10,,幻術,術,39,1.25,1.25,44.16403785,3335 ,27.5,,,,,,
1026,185,進,通天教主,仙,,106,30,91,400,1,4,碎焰破,火,12,,天火燎原,火,42,1,1,14.44338466,1091 ,15,,,,,,
1993,185,進,通天教主,仙,,289,50,91,1000,1,10,流星追月,甲,8,,仙人指路,仙,18,1,1.25,14.43772793,1090 ,15.8113883,,,,,,
1030,185,v,通天教主,仙,,60,22,91,200,1,2.5,碎焰破,火,12,,炙炎,火,29,1,1,14.39021465,1087 ,13.9140217,,,,,,
1028,185,v,通天教主,仙,,75,25,91,400,1,3,流星追月,甲,8,,炙炎,火,29,1,1,14.35132032,1084 ,14.43375673,,,,,,
1029,185,v,通天教主,仙,,74,25,91,400,1,3,隕星擊,聖,11,,道化天法,仙,38,1,1.25,14.15996938,1069 ,14.43375673,,,,,,
1036,186,賣,靈寶天尊,仙,,685,74,82,1900,2,15.5,隕星擊,聖,11,,陰陽合擊,仙,41,1,1.25,22.08466325,1668 ,18.7960188,,,,,,
1162,211,,小愛神,術,,433,68,84,1300,2,12.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.14172605,1294 ,19.23330445,,,,,,
1163,211,,小愛神,術,,570,78,80,1900,2,16.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.13770295,1294 ,19.20227259,,,,,,
1166,211,,小愛神,術,,757,88,80,3000,3,22,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.10347944,1292 ,18.76166304,,,,,,
1167,211,,小愛神,術,,757,88,80,3000,3,22,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.10347944,1292 ,18.76166304,,,,,,
1165,211,,小愛神,術,,551,79,88,1900,2,16,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.0799752,1290 ,19.75,,,,,,
1164,211,,小愛神,術,,345,60,82,1000,1,10,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,17.02862784,1286 ,18.97366596,,,,,,
1161,211,,小愛神,術,,126,36,84,400,1,4,歸元闢地,術,11,,幻術亂擊,術,29,1.25,1.25,16.98113208,1282 ,18,,,,,,
1035,186,賣,靈寶天尊,仙,,762,77,80,2200,2,17,碎焰破,火,12,,天火燎原,火,42,1,1,22.40056442,1692 ,18.67524313,,,,,,
